,geo,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLASSI_CIRRUS,MSK_CLASSI_OPAQUE,MSK_CLASSI_SNOW_ICE,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,date,image_id,point_id,timestamp
292,,130,6510,5564,4297,8085,7619,7749,7995,7675,7442,8209,7135,9533,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,928,2023-12-18,20231218T104441_20231218T104440_T32UNE,0,1702896354055
293,,96,2667,1704,1150,3444,3030,2933,3088,3069,3029,3162,2941,2283,-9999,-9999,-9999,85,0,0,0,0,9,244,236,236,668,2023-12-20,20231220T103349_20231220T103347_T32UNE,0,1703068562105
294,,60,737,1622,977,729,796,740,1166,1811,1948,2049,2126,2150,-9999,-9999,-9999,0,0,0,0,0,5,74,82,76,1033,2023-12-25,20231225T103441_20231225T103438_T32UNE,0,1703500558339
295,,54,2067,918,590,2105,1665,1493,1582,1554,1505,1606,1411,1846,-9999,-9999,-9999,29,0,0,0,0,8,212,170,152,1161,2023-12-30,20231230T103349_20231230T103344_T32UNE,0,1703932562655
296,,60,4723,2545,2356,4436,4107,4174,4446,4372,4299,4436,4310,5230,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,726,2024-01-04,20240104T103431_20240104T103427_T32UNE,0,1704364558020
297,,60,-9999,1439,1559,7411,7125,7654,8575,8654,8589,8867,8264,-9999,-9999,-9999,-9999,0,37,0,0,0,11,255,255,255,1034,2024-01-07,20240107T104431_20240107T104432_T32UNE,0,1704624353830
298,,60,4875,661,631,5416,5267,5551,6136,6301,6324,6468,6209,6150,-9999,-9999,-9999,0,100,0,0,0,11,254,254,254,840,2024-01-09,20240109T103329_20240109T103324_T32UNE,0,1704796560091
299,,102,4836,3247,2610,4704,4503,4625,4740,4734,4734,5106,4666,5033,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,267,2024-01-12,20240112T104319_20240112T104318_T32UNE,0,1705056355862
300,,72,1606,2423,1663,1465,1503,1448,2015,2785,2970,3254,3195,3599,-9999,-9999,-9999,19,0,0,0,0,8,150,154,148,859,2024-01-14,20240114T103401_20240114T103359_T32UNE,0,1705228554871
301,,60,5081,2281,1997,4663,4341,4272,4686,4455,4283,4444,4192,12453,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,1224,2024-01-17,20240117T104351_20240117T104428_T32UNE,0,1705488349528
302,,90,11463,3067,3308,10795,9905,9878,10438,10070,9856,10134,9604,15522,-9999,-9999,-9999,65,0,0,0,0,8,255,255,255,868,2024-01-19,20240119T103249_20240119T103252_T32UNE,0,1705660560797
303,,54,7409,1634,2082,6476,5888,5852,6039,5949,5921,5686,5812,8426,-9999,-9999,-9999,0,95,0,0,0,8,255,255,255,431,2024-01-22,20240122T104249_20240122T104244_T32UNE,0,1705920357196
304,,126,8965,4199,2641,8553,8301,8620,8977,8793,8686,9013,8662,9868,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,408,2024-01-24,20240124T103321_20240124T103322_T32UNE,0,1706092555150
305,,72,1033,1427,994,931,950,860,1157,1564,1645,1779,1749,2378,-9999,-9999,-9999,5,0,0,0,0,10,95,97,88,833,2024-01-27,20240127T104311_20240127T104428_T32UNE,0,1706352352550
306,,90,662,2102,1445,855,1026,1059,1566,2182,2391,2595,2559,3979,-9999,-9999,-9999,7,0,0,0,0,10,88,105,108,837,2024-01-29,20240129T103209_20240129T103204_T32UNE,0,1706524559378
307,,96,221,1326,793,459,582,556,898,1320,1415,1713,1500,1453,-9999,-9999,-9999,2,0,0,0,0,7,48,60,57,883,2024-02-01,20240201T104159_20240201T104520_T32UNE,0,1706784354707
308,,66,5599,4363,3368,5153,5113,5192,5637,5535,5416,5545,5369,10231,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,936,2024-02-03,20240203T103231_20240203T103234_T32UNE,0,1706956557323
309,,156,7573,3796,2791,7289,7233,7213,6859,7003,7164,7356,7220,2143,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,-9999,2024-02-06,20240206T104221_20240206T104338_T32UNE,0,1707216353834
310,,60,3115,1845,1666,3276,3300,3271,3233,3481,3624,4022,3681,2086,-9999,-9999,-9999,100,0,0,0,0,9,255,255,255,-9999,2024-02-08,20240208T103109_20240208T103112_T32UNE,0,1707388561353
311,,210,2399,2441,1874,2442,2426,2388,2690,2888,2874,3284,2923,4422,0,0,0,66,0,-9999,-9999,0,8,246,243,239,942,2024-02-13,20240213T103141_20240213T103135_T32UNE,0,1707820556553
312,,514,2386,2823,2454,2926,3087,3011,3376,3389,3357,4036,3354,8031,1,0,0,100,0,-9999,-9999,2048,9,255,255,255,971,2024-02-16,20240216T104121_20240216T104236_T32UNE,0,1708080355812
313,,144,6800,2136,2150,6691,6532,6508,6342,6416,6604,6857,6541,3327,0,1,0,65,0,-9999,-9999,1024,8,255,255,255,-9999,2024-02-18,20240218T102959_20240218T103500_T32UNE,0,1708252562532
314,,54,7053,3240,1803,8030,6910,6140,6123,5718,5357,7157,5072,7380,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,606,2024-02-23,20240223T103031_20240223T103030_T32UNE,0,1708684559589
315,,156,5305,4464,3956,5456,5050,4919,5131,5119,5129,5312,5052,5902,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,845,2024-02-28,20240228T102859_20240228T103509_T32UNE,0,1709116559962
316,,234,316,2034,1286,456,752,724,1280,2008,2199,2281,2337,2472,0,0,0,0,0,-9999,-9999,0,5,47,77,74,1200,2024-03-04,20240304T102921_20240304T102921_T32UNE,0,1709548561996
317,,108,318,2015,1366,520,749,757,1228,1841,2045,2241,2207,2346,0,0,0,0,0,-9999,-9999,0,4,54,77,78,613,2024-03-09,20240309T102749_20240309T103240_T32UNE,0,1709980556633
318,,162,7361,6153,5410,7675,7467,7429,7814,7586,7427,7775,7310,11703,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,927,2024-03-12,20240312T103729_20240312T103727_T32UNE,0,1710240354681
319,,324,5083,4898,4224,4934,4881,4882,5329,5507,5543,5650,5596,7891,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1153,2024-03-14,20240314T102811_20240314T102808_T32UNE,0,1710412561215
320,,210,3185,2720,2318,3595,3380,3163,3476,3703,3771,4358,3807,7304,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1230,2024-03-19,20240319T102639_20240319T103221_T32UNE,0,1710844561077
321,,96,10393,5837,4128,9743,9397,9378,9750,9411,9175,9733,9059,12671,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,831,2024-03-24,20240324T102701_20240324T102658_T32UNE,0,1711276562646
322,,72,9394,3658,2814,8936,8331,8286,7756,7792,8036,8303,7979,3203,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-03-29,20240329T102629_20240329T103227_T32UNE,0,1711708561338
323,,168,6538,3090,3429,6152,5991,5918,6657,6623,6536,6903,6444,14901,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1865,2024-04-03,20240403T103021_20240403T103021_T32UNE,0,1712140559129
324,,144,24,1525,847,169,443,367,826,1855,2156,2220,2330,2652,0,0,0,0,0,-9999,-9999,0,4,18,46,38,1762,2024-04-06,20240406T103621_20240406T104427_T32UNE,0,1712400356032
325,,234,2397,2268,1722,2533,2526,2404,2524,3214,3636,3749,3751,1475,1,0,0,75,0,-9999,-9999,2048,8,255,255,245,-9999,2024-04-08,20240408T102559_20240408T103056_T32UNE,0,1712572560745
326,,264,1655,1742,1239,1693,1777,1649,1841,2804,3227,3354,3410,1281,1,0,0,65,0,-9999,-9999,2048,8,173,182,169,-9999,2024-04-13,20240413T103031_20240413T103025_T32UNE,0,1713004563273
327,,120,1601,3046,2315,2434,2361,2024,2526,3962,4541,5092,4764,5985,0,1,0,35,0,-9999,-9999,1024,8,188,192,174,825,2024-04-18,20240418T102559_20240418T103257_T32UNE,0,1713436562534
328,,240,6949,4392,3870,6435,5730,5338,5510,5591,5558,6117,5459,8777,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,620,2024-04-23,20240423T102601_20240423T102742_T32UNE,0,1713868564322
329,,138,5881,4973,4669,5685,5235,4909,5661,6231,6409,6684,6451,13924,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1433,2024-04-28,20240428T102559_20240428T103433_T32UNE,0,1714300560840
330,,228,256,1404,726,258,408,305,705,2241,3029,3188,3231,3688,0,0,0,0,0,-9999,-9999,0,3,27,42,32,2186,2024-05-03,20240503T103031_20240503T103254_T32UNE,0,1714732564337
331,,60,168,1174,581,213,339,221,547,2077,2983,3150,3154,3495,0,0,0,0,0,-9999,-9999,0,4,23,35,23,1133,2024-05-08,20240508T102559_20240508T103435_T32UNE,0,1715164562310
332,,72,242,1281,639,250,391,276,629,2389,3419,3566,3630,3882,0,0,0,0,0,-9999,-9999,0,4,26,40,29,1516,2024-05-13,20240513T103031_20240513T103027_T32UNE,0,1715596564596
333,,96,224,1321,677,290,405,291,612,2426,3737,3922,3963,4169,0,0,0,0,0,-9999,-9999,0,4,30,42,30,1465,2024-05-18,20240518T102559_20240518T103212_T32UNE,0,1716028559967
334,,102,20,1319,645,272,487,334,687,2684,4109,4240,4303,3166,0,0,0,0,0,-9999,-9999,0,4,40,50,35,2171,2024-05-21,20240521T103619_20240521T103629_T32UNE,0,1716288357321
335,,264,10206,4474,3223,10621,9506,8840,9101,8514,8187,9047,7927,11074,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1656,2024-05-23,20240523T103021_20240523T103250_T32UNE,0,1716460560331
336,,108,0,350,142,0,49,2,161,1116,1702,1660,1692,1598,0,0,0,0,0,-9999,-9999,0,3,-9999,6,2,2218,2024-05-26,20240526T104021_20240526T104021_T32UNE,0,1716720358454
337,,90,8343,2577,2812,8207,7877,7755,8212,7957,7861,8165,7639,14957,0,1,0,65,0,-9999,-9999,1024,8,255,255,255,1687,2024-05-28,20240528T102559_20240528T103434_T32UNE,0,1716892561326
338,,180,7456,6432,5449,7176,7069,7178,7800,7846,7958,7923,7987,10455,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,2352,2024-06-02,20240602T102601_20240602T103051_T32UNE,0,1717324565573
339,,246,12906,6493,5010,12148,10903,10238,10671,9979,9671,10298,9278,16157,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1340,2024-06-07,20240607T102559_20240607T103136_T32UNE,0,1717756564349
340,,246,11881,3547,2473,10139,9281,8896,9158,8523,8210,8271,7859,12643,0,1,0,50,0,-9999,-9999,1024,8,255,255,255,1289,2024-06-12,20240612T103031_20240612T103030_T32UNE,0,1718188567623
341,,210,8154,4571,3821,5995,5963,6100,6723,6607,6600,5743,6457,13020,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,2086,2024-06-17,20240617T102559_20240617T102601_T32UNE,0,1718620564195
342,,216,239,1425,657,317,587,352,938,3310,4581,4748,4866,5078,0,0,0,0,0,-9999,-9999,0,4,33,60,37,1638,2024-06-22,20240622T102601_20240622T103421_T32UNE,0,1719052566087
343,,283,394,1660,915,466,747,560,1195,3001,4035,4054,4337,4226,0,0,0,1,0,-9999,-9999,0,4,48,77,58,3357,2024-06-27,20240627T102559_20240627T103449_T32UNE,0,1719484565197
344,,96,4844,3335,2860,4967,4905,4826,5256,5658,5836,5999,5961,7568,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1814,2024-07-02,20240702T102601_20240702T103203_T32UNE,0,1719916564972
345,,90,602,1777,1079,732,1025,1021,1684,2618,3074,3340,3447,3647,0,0,0,7,0,-9999,-9999,0,4,75,105,104,1503,2024-07-07,20240707T102559_20240707T102601_T32UNE,0,1720348564551
346,,312,14336,3878,3883,12929,11202,10213,10554,9262,8538,9053,8042,16767,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,2735,2024-07-12,20240712T102601_20240712T102601_T32UNE,0,1720780564160
347,,144,326,1989,1268,519,797,1098,1504,1880,2127,2369,2528,3084,0,0,0,0,0,-9999,-9999,0,5,54,82,113,1710,2024-07-15,20240715T104021_20240715T104131_T32UNE,0,1721040359688
348,,66,4305,3887,3797,3621,3602,3592,4159,4598,4830,4676,4886,10607,0,0,0,100,0,-9999,-9999,0,9,255,255,255,2584,2024-07-17,20240717T102559_20240717T103437_T32UNE,0,1721212564788
349,,90,7177,4730,3544,6455,5969,5799,6182,6175,6195,6384,6207,9407,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1665,2024-07-22,20240722T103031_20240722T103025_T32UNE,0,1721644563267
350,,184,0,2004,1328,446,673,942,1194,1405,1532,1581,1746,0,0,0,0,0,0,-9999,-9999,0,5,46,69,96,1751,2024-07-25,20240725T104021_20240725T104215_T32UNE,0,1721904360302
351,,342,13338,7560,6334,13209,12254,11711,12473,11762,11432,11744,11006,16670,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1889,2024-07-27,20240727T102559_20240727T103439_T32UNE,0,1722076563799
352,,66,357,4252,2833,857,1264,1897,2291,2673,3007,3249,3446,3627,0,0,0,0,0,-9999,-9999,0,5,88,129,193,2085,2024-07-30,20240730T103629_20240730T104209_T32UNE,0,1722336359162
353,,115,484,3336,2586,846,1192,1637,1967,2296,2540,2703,2829,3182,0,0,0,0,0,-9999,-9999,0,5,86,122,167,1495,2024-08-01,20240801T103031_20240801T103026_T32UNE,0,1722508564028
354,,188,1606,4096,2722,6188,6030,6041,6393,6465,6480,6790,6523,1925,0,0,0,50,0,-9999,-9999,0,9,255,255,255,1546,2024-08-04,20240804T104021_20240804T104022_T32UNE,0,1722768360171
355,,102,389,3334,2720,844,1180,1629,1944,2174,2438,2499,2681,2999,0,0,0,0,0,-9999,-9999,0,5,87,121,166,2539,2024-08-06,20240806T102559_20240806T103144_T32UNE,0,1722940564368
356,,90,467,775,628,377,419,495,614,778,887,711,929,1513,1,0,0,0,0,-9999,-9999,2048,10,39,44,51,1848,2024-08-11,20240811T103031_20240811T103029_T32UNE,0,1723372562968
357,,132,6708,4103,3289,6878,6804,6840,6902,6824,7144,6936,7088,5706,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1294,2024-08-16,20240816T102559_20240816T103252_T32UNE,0,1723804564684
358,,198,226,783,516,311,380,481,582,677,743,798,810,1318,0,0,0,0,0,-9999,-9999,0,3,32,39,50,1477,2024-08-21,20240821T103021_20240821T103456_T32UNE,0,1724236559561
359,,138,6118,5151,4087,5500,5429,5413,6039,6210,6138,6142,5998,12842,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,3331,2024-08-24,20240824T104021_20240824T104047_T32UNE,0,1724496355561
360,,156,371,3046,2610,775,1048,1397,1694,2027,2283,2398,2495,2954,0,0,0,0,0,-9999,-9999,0,5,80,108,143,1459,2024-08-26,20240826T102559_20240826T103507_T32UNE,0,1724668562648
361,,90,435,2901,2401,712,1017,1293,1627,2069,2283,2462,2498,2938,0,0,0,0,0,-9999,-9999,0,5,73,104,132,910,2024-08-31,20240831T103021_20240831T103023_T32UNE,0,1725100560677
362,,102,367,2821,2242,690,991,1140,1579,2229,2492,2600,2693,3096,0,0,0,0,0,-9999,-9999,0,5,71,101,116,1580,2024-09-05,20240905T102559_20240905T103408_T32UNE,0,1725532564028
363,,162,2329,2854,2759,2358,2276,2186,2531,2957,3099,3280,3211,4465,0,0,0,62,0,-9999,-9999,0,8,239,231,223,1947,2024-09-10,20240910T103021_20240910T103021_T32UNE,0,1725964560304
364,,54,4893,3269,2990,4639,4561,4427,4872,5228,5293,5593,5293,10252,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1218,2024-09-13,20240913T103631_20240913T103837_T32UNE,0,1726224355924
365,,120,3091,2655,1949,1955,2080,1794,2450,3613,3908,4138,3975,5755,1,0,0,32,0,-9999,-9999,2048,8,187,203,180,1632,2024-09-15,20240915T102559_20240915T102803_T32UNE,0,1726396560362
366,,144,344,2186,1170,475,893,566,1483,3544,3907,4002,4044,3946,0,0,0,0,0,-9999,-9999,0,4,49,92,58,1483,2024-09-20,20240920T102721_20240920T102722_T32UNE,0,1726828562584
367,,330,7770,3312,2531,7405,7339,7484,7644,7769,8047,7923,8006,3266,0,1,0,0,78,-9999,-9999,1024,10,255,255,255,-9999,2024-09-25,20240925T102659_20240925T103542_T32UNE,0,1727260560431
368,,66,153,1769,822,275,722,341,1329,3755,4113,4308,4249,4062,0,0,0,0,0,-9999,-9999,0,4,29,74,35,1050,2024-09-30,20240930T102831_20240930T103454_T32UNE,0,1727692563598
369,,66,4284,2686,2103,3762,3397,3096,3346,3681,3775,3959,3738,4805,0,1,0,99,0,-9999,-9999,1024,9,255,255,255,1030,2024-10-05,20241005T102809_20241005T102812_T32UNE,0,1728124562225
370,,144,7729,2017,2684,6795,6507,6433,7193,6900,6726,6525,6652,14980,0,1,0,8,82,-9999,-9999,1024,10,255,255,255,2000,2024-10-10,20241010T102941_20241010T103402_T32UNE,0,1728556558743
371,,101,1233,1628,1142,1581,1454,1217,1606,2538,2707,3077,2775,3493,0,0,0,15,0,-9999,-9999,0,8,161,149,125,1315,2024-10-13,20241013T104001_20241013T104111_T32UNE,0,1728816356622
372,,66,96,1659,746,283,651,305,1244,3842,4288,4537,4403,4184,0,0,0,0,0,-9999,-9999,0,4,29,67,32,972,2024-10-15,20241015T102919_20241015T102920_T32UNE,0,1728988561235
373,,72,1755,1677,1223,1809,1973,1799,2103,3349,3714,3995,3932,1321,1,0,0,65,0,-9999,-9999,2048,8,184,202,184,-9999,2024-10-20,20241020T103051_20241020T103047_T32UNE,0,1729420561463
374,,78,154,1647,750,312,633,318,1220,3691,4248,4225,4317,3960,0,0,0,0,0,-9999,-9999,0,4,33,65,33,2126,2024-10-25,20241025T103029_20241025T103449_T32UNE,0,1729852562291
375,,54,4328,2402,1723,3783,3558,3417,3710,3744,3735,3673,3699,5701,1,0,0,100,0,-9999,-9999,2048,9,255,255,255,1524,2024-10-30,20241030T103151_20241030T103149_T32UNE,0,1730284561962
376,,90,6540,4067,2570,6133,5811,5738,5413,5657,5987,6023,6066,1198,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-11-04,20241104T103119_20241104T103119_T32UNE,0,1730716558080
377,,246,7725,5139,3648,8598,7791,7643,7747,7558,7541,7753,7388,7349,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1125,2024-11-07,20241107T104139_20241107T104136_T32UNE,0,1730976350912
378,,426,9111,5197,3938,8821,8469,8420,8901,8535,8369,8445,8232,9327,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,892,2024-11-09,20241109T103241_20241109T103240_T32UNE,0,1731148558960
379,,138,5676,3654,2803,5158,4839,4737,5132,5038,4935,5118,4878,8528,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,891,2024-11-12,20241112T104301_20241112T104417_T32UNE,0,1731408356601
380,,84,7937,4834,3793,7676,7227,7131,7441,7307,7269,7577,7147,10152,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,651,2024-11-14,20241114T103209_20241114T103209_T32UNE,0,1731580557372
381,,60,7,1698,861,220,606,311,1292,3813,4314,4576,4550,4428,0,0,0,0,0,-9999,-9999,0,4,24,62,33,1282,2024-11-17,20241117T104229_20241117T104228_T32UNE,0,1731840355769
382,,60,6384,2565,2896,5611,5315,5396,5976,5914,5818,5763,5720,13320,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,999,2024-11-19,20241119T103331_20241119T103329_T32UNE,0,1732012561211
383,,156,11702,4497,4882,11509,11268,11528,12272,11981,11744,12294,11613,15065,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,777,2024-11-22,20241122T104351_20241122T104435_T32UNE,0,1732272357158
384,,192,3105,2359,2010,3220,3219,3164,3357,4066,4379,4595,4549,2328,1,0,0,100,0,-9999,-9999,2048,9,255,255,255,-9999,2024-11-24,20241124T103259_20241124T103254_T32UNE,0,1732444562610
385,,90,295,1358,636,338,597,290,1141,3292,3630,3916,3873,3831,0,0,0,0,0,-9999,-9999,0,4,35,62,30,972,2024-11-29,20241129T103401_20241129T103404_T32UNE,0,1732876560264
386,,143,6569,2925,1655,6166,5592,5538,5766,5602,5497,5447,5370,5035,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1325,2024-12-02,20241202T104421_20241202T104437_T32UNE,0,1733136358084
387,,60,6902,2975,2105,6630,5872,5747,5748,5575,5459,5937,5319,4686,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,440,2024-12-09,20241209T103431_20241209T103431_T32UNE,0,1733740562638
388,,60,7159,3552,2798,6893,6166,6049,6087,6002,5800,6234,5737,5360,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,467,2024-12-09,20241209T103501_20241209T103459_T32UNE,0,1733740589972
389,,144,9066,4813,4241,8999,8446,8839,9439,9167,9165,9143,8997,14925,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1097,2024-12-14,20241214T103339_20241214T103342_T32UNE,0,1734172562760
390,,54,6668,3596,2543,5985,5433,5502,5931,5649,5456,5446,5363,7709,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,1431,2024-12-19,20241219T103441_20241219T103440_T32UNE,0,1734604560585
391,,72,1003,1487,1094,1074,1177,1062,1663,2675,2908,3077,3113,5214,1,0,0,65,0,-9999,-9999,2048,8,110,120,109,1230,2024-12-24,20241224T103349_20241224T103346_T32UNE,0,1735036563067
392,,102,6832,4515,2849,6372,5941,6292,5985,6208,6489,6471,6696,1122,0,1,0,100,0,-9999,-9999,1024,9,255,255,255,-9999,2024-12-29,20241229T103441_20241229T103439_T32UNE,0,1735468562441
